operator,label,location_id,rows,board_url
"Agtegra","Yale","3130","30","https://agtegra.agricharts.com/markets/cashgrid.php"
"Agtegra","Willow Lake","3134","22","https://agtegra.agricharts.com/markets/cashgrid.php"
"Agtegra","Wolsey","3123","14","https://agtegra.agricharts.com/markets/cashgrid.php"
"Agtegra","AGP Dawson","57202","6","https://agtegra.agricharts.com/markets/cashgrid.php"
"Atkinson Grain & Fertilizer, Inc.","Big River","2799","1","https://atkinsongrain.agricharts.com/markets/cashgrid.php"
"Atkinson Grain & Fertilizer, Inc.","CHS","2798","1","https://atkinsongrain.agricharts.com/markets/cashgrid.php"
"Cain Agra","Cain Agra- Lake Village, Arkansas","32080","1","https://cainagra.agricharts.com/markets/cashgrid.php"
"Circle J Grain","Circle J Grain","51081","12","https://www.circlejgrain.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","BLACKWELL","11108","25","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","PONCA CITY","11105","25","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","BLACKWELL","11108","25","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","PONCA CITY","11105","25","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","POND CREEK","11087","23","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","RENFROW","11104","23","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","WAUKOMIS","11097","23","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","POND CREEK","11087","23","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","RENFROW","11104","23","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","WAUKOMIS","11097","23","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","KILDARE","11109","21","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","KILDARE","11109","21","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","ALVA A","28438","19","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","DACOMA","11076","19","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","ALVA A","28438","19","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","DACOMA","11076","19","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","ANTHONY - SOUTH","87789","18","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","BOOKER","74079","18","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","CORN","11115","18","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","DANBURY ELEVATOR","45012","18","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","DARROUZETT TX","10980","18","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","DOUGLAS","11113","18","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","FARNSWORTH TX","10965","18","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","HILLSDALE","11091","18","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","HOLT TX","10969","18","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","JET","11077","18","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","KREMLIN","11090","18","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","LAMONT","11103","18","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","LIBERAL KS","10971","18","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","MANCHESTER","85305","18","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","MARLAND","45066","18","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","MARSHALL","45067","18","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","MCWILLIE","11075","18","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","NARDIN","11102","18","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","NASH","11086","18","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","PERRY","11107","18","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","PERRYTON TX","11123","18","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","PETERSBURG TX","10981","18","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","PRAIRIEOLA KS","10974","18","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","SPEARMAN TX","10976","18","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","TEXHOMA, TX","64370","18","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","TONKAWA","11106","18","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","TURPIN OK","10977","18","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","WAKA TX","10979","18","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","WAKITA","11084","18","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","WEATHERFORD","11114","18","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","ANTHONY - SOUTH","87789","18","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","BOOKER","74079","18","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","CORN","11115","18","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","DANBURY ELEVATOR","45012","18","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","DARROUZETT TX","10980","18","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","DOUGLAS","11113","18","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","FARNSWORTH TX","10965","18","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","HILLSDALE","11091","18","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","HOLT TX","10969","18","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","JET","11077","18","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","KREMLIN","11090","18","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","LAMONT","11103","18","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","LIBERAL KS","10971","18","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","MANCHESTER","85305","18","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","MARLAND","45066","18","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","MARSHALL","45067","18","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","MCWILLIE","11075","18","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","NARDIN","11102","18","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","NASH","11086","18","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","PERRY","11107","18","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","PERRYTON TX","11123","18","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","PETERSBURG TX","10981","18","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","PRAIRIEOLA KS","10974","18","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","SPEARMAN TX","10976","18","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","TEXHOMA, TX","64370","18","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","TONKAWA","11106","18","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","TURPIN OK","10977","18","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","WAKA TX","10979","18","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","WAKITA","11084","18","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","WEATHERFORD","11114","18","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","BAKER OK","10961","15","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","BRYANS CORNER OK","10963","15","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","CONLEY TX","10964","15","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","GUYMON, OK","64248","15","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","PRINGLEMORSE","25764","15","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","SNYDER","11117","15","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","STANDARD (ALTUS)","76170","15","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","TWICHELL TX","10978","15","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","BAKER OK","10961","15","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","BRYANS CORNER OK","10963","15","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","CONLEY TX","10964","15","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","GUYMON, OK","64248","15","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","PRINGLEMORSE","25764","15","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","SNYDER","11117","15","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","STANDARD (ALTUS)","76170","15","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","TWICHELL TX","10978","15","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","ASHLEY","35946","14","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","BUFFALO","28444","14","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","GOLTRY","11074","14","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","MOORELAND","11080","14","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","ASHLEY","35946","14","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","BUFFALO","28444","14","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","GOLTRY","11074","14","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","MOORELAND","11080","14","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","BRINKMAN","76106","11","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","CAPRON","35948","11","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","CARTER","76103","11","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","CHISHOLM TRAIL TERM","43875","11","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","DUKE","76111","11","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","FREEDOM","11078","11","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","GOTEBO","76104","11","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","GRANITE","76108","11","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","HUNTOON TX","10970","11","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","LEGER (ALTUS)","76171","11","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","LONE WOLF","76101","11","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","ROOSEVELT","76109","11","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","SELMAN","35950","11","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","WAYNOKA","11079","11","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","MEDFORD","11099","11","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","BRINKMAN","76106","11","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","CAPRON","35948","11","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","CARTER","76103","11","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","CHISHOLM TRAIL TERM","43875","11","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","DUKE","76111","11","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","FREEDOM","11078","11","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","GOTEBO","76104","11","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","GRANITE","76108","11","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","HUNTOON TX","10970","11","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","LEGER (ALTUS)","76171","11","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","LONE WOLF","76101","11","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","ROOSEVELT","76109","11","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","SELMAN","35950","11","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","WAYNOKA","11079","11","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","MEDFORD","11099","11","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","EAKLY","11116","10","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","EAKLY","11116","10","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","AMORITA","11094","7","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","AVARD","35947","7","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","GREAT PLAINS COMM","79028","7","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","HELENA","11073","7","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","HOPETON","35949","7","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","ROCKY","86371","7","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","SENTINEL","86372","7","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","AMORITA","11094","7","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","AVARD","35947","7","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","GREAT PLAINS COMM","79028","7","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","HELENA","11073","7","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","HOPETON","35949","7","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","ROCKY","86371","7","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","SENTINEL","86372","7","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","DEER CREEK","11101","6","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","DEER CREEK","11101","6","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","CLYDE","11100","4","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","CORWIN","45008","4","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","HILLSBORO HOOP","82605","4","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","CLYDE","11100","4","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","CORWIN","45008","4","https://ceagrain.agricharts.com/markets/cashgrid.php"
"CoMark Equity Alliance LLC","HILLSBORO HOOP","82605","4","https://ceagrain.agricharts.com/markets/cashgrid.php"
"Farmers Cooperative Dorchester","{AGP - Hastings}","4681","5","https://mobile.farmersco-operative.com/cash/prices.php"
"Farmers Cooperative Dorchester","{AGP - St. Jo}","4682","3","https://mobile.farmersco-operative.com/cash/prices.php"
"Farmers Elevator","(unnamed)","16641","4","https://farmerselevator.mobile.agricharts.com/cash/prices.php"
"Farmward Cooperative","Farmward Cooperative - Clements","87431","23","https://farmward.agricharts.com/markets/cashgrid.php"
"Farmward Cooperative","Farmward Cooperative - Danube East","87424","23","https://farmward.agricharts.com/markets/cashgrid.php"
"Farmward Cooperative","Farmward Cooperative - Olivia","87426","23","https://farmward.agricharts.com/markets/cashgrid.php"
"Farmward Cooperative","Farmward Cooperative - Renville","87423","23","https://farmward.agricharts.com/markets/cashgrid.php"
"Farmward Cooperative","Farmward Cooperative - Sacred Heart","87425","23","https://farmward.agricharts.com/markets/cashgrid.php"
"Farmward Cooperative","Farmward Cooperative - Wood Lake","87427","23","https://farmward.agricharts.com/markets/cashgrid.php"
"FS Grain","Fitchmoor","60468","20","https://fsgrain.agricharts.com/markets/cashgrid.php"
"FS Grain","Kentland","30145","20","https://fsgrain.agricharts.com/markets/cashgrid.php"
"FS Grain","Lehigh","76018","20","https://fsgrain.agricharts.com/markets/cashgrid.php"
"FS Grain","Route 30","60470","20","https://fsgrain.agricharts.com/markets/cashgrid.php"
"FS Grain","Yuton","88043","20","https://fsgrain.agricharts.com/markets/cashgrid.php"
"FS Grain","Cargill - Spring Valley","76273","20","https://fsgrain.agricharts.com/markets/cashgrid.php"
"FS Grain","ADM - Hennepin","76261","16","https://fsgrain.agricharts.com/markets/cashgrid.php"
"FS Grain","ADM - Morris","76263","16","https://fsgrain.agricharts.com/markets/cashgrid.php"
"FS Grain","ADM - Ottawa","76265","16","https://fsgrain.agricharts.com/markets/cashgrid.php"
"FS Grain","CHS - Peru","76280","15","https://fsgrain.agricharts.com/markets/cashgrid.php"
"FS Grain","Lisbon Center","79681","11","https://fsgrain.agricharts.com/markets/cashgrid.php"
"FS Grain","Bocker Ruff - Polo","76267","9","https://fsgrain.agricharts.com/markets/cashgrid.php"
"FS Grain","CHS - Rochelle","76281","9","https://fsgrain.agricharts.com/markets/cashgrid.php"
"FS Grain","Rock River - Sterling","76287","9","https://fsgrain.agricharts.com/markets/cashgrid.php"
"FS Grain","CHS - Annawan/Patriot","81949","9","https://fsgrain.agricharts.com/markets/cashgrid.php"
"FS Grain","CGB - Dwight","76274","8","https://fsgrain.agricharts.com/markets/cashgrid.php"
"FS Grain","ADM - Northern Crossing","81940","6","https://fsgrain.agricharts.com/markets/cashgrid.php"
"FS Grain","Incobrasa","76282","6","https://fsgrain.agricharts.com/markets/cashgrid.php"
"H&B Specialties, Inc.","Granite City","3551","11","https://hbspecialties.agricharts.com/markets/cashgrid.php"
"H&B Specialties, Inc.","Cape Girardeau","3552","7","https://hbspecialties.agricharts.com/markets/cashgrid.php"
"Hoven Equity Exchange","Hoven, SD","83200","15","https://www.hovenequity.com/markets/cashgrid.php"
"Hoven Equity Exchange","CHS Selby - Direct Ship","84862","15","https://www.hovenequity.com/markets/cashgrid.php"
"Innovative Ag Services","Waukon","4658","24","https://innovativeag.agricharts.com/markets/cashgrid.php"
"Innovative Ag Services","ADM CR","22956","12","https://innovativeag.agricharts.com/markets/cashgrid.php"
"Innovative Ag Services","Big River","4685","12","https://innovativeag.agricharts.com/markets/cashgrid.php"
"Innovative Ag Services","Valero","4693","12","https://innovativeag.agricharts.com/markets/cashgrid.php"
"Innovative Ag Services","Bear Rvr M","87656","1","https://innovativeag.agricharts.com/markets/cashgrid.php"
"JBS Live Pork","Futures Only","87376","12","https://jbslivepork.agricharts.com/markets/cashgrid.php"
"JBS Live Pork","Hedrick, IA Feed Mill","73264","9","https://jbslivepork.agricharts.com/markets/cashgrid.php"
"JBS Live Pork","Oakville, IA Elevator","85067","9","https://jbslivepork.agricharts.com/markets/cashgrid.php"
"JBS Live Pork","Bushnell, IL Feed Mill","85373","6","https://jbslivepork.agricharts.com/markets/cashgrid.php"
"JBS Live Pork","Morning Sun, IA Elevator","85375","5","https://jbslivepork.agricharts.com/markets/cashgrid.php"
"JBS Live Pork","Richland, IA Elevator","85374","3","https://jbslivepork.agricharts.com/markets/cashgrid.php"
"JBS Live Pork","Mill 240 at Tarkio, MO Feed Mill","73269","2","https://jbslivepork.agricharts.com/markets/cashgrid.php"
"Linn Coop Oil Company","ADM","26274","10","https://linncoop.agricharts.com/markets/cashgrid.php"
"Mercer Landmark","Heartland St Henry","25689","15","https://mercerlandmark.agricharts.com/markets/cashgrid.php"
"Mercer Landmark","Heartland Minster","81827","15","https://mercerlandmark.agricharts.com/markets/cashgrid.php"
"Mercer Landmark","MPS St Henry","72575","7","https://mercerlandmark.agricharts.com/markets/cashgrid.php"
"Mercer Landmark","New Weston","25685","6","https://mercerlandmark.agricharts.com/markets/cashgrid.php"
"Mercer Landmark","HTA","82433","6","https://mercerlandmark.agricharts.com/markets/cashgrid.php"
"New Vision Co-op","MILOMA","41203","17","https://newvision.agricharts.com/markets/cashgrid.php"
"New Vision Co-op","WORTHINGTON","46897","17","https://newvision.agricharts.com/markets/cashgrid.php"
"New Vision Co-op","MNSP Brewster","84399","1","https://newvision.agricharts.com/markets/cashgrid.php"
"Nutrition Service Co. LLC","Sherwood","84445","10","https://nutritionservice.agricharts.com/markets/cashgrid.php"
"Nutrition Service Co. LLC","Pulaski","37650","7","https://nutritionservice.agricharts.com/markets/cashgrid.php"
"Nutrition Service Co. LLC","Seymour","87812","7","https://nutritionservice.agricharts.com/markets/cashgrid.php"
"Nutrition Service Co. LLC","Coleman","84459","4","https://nutritionservice.agricharts.com/markets/cashgrid.php"
"Prairie Ag Partners","Lake Preston","64570","10","https://prairieagpartners.agricharts.com/markets/cashgrid.php"
"Prairie Ag Partners","Bancroft","64578","10","https://prairieagpartners.agricharts.com/markets/cashgrid.php"
"Prairie Ag Partners","Badger","64576","8","https://prairieagpartners.agricharts.com/markets/cashgrid.php"
"Prairie Ag Partners","Carthage","64581","8","https://prairieagpartners.agricharts.com/markets/cashgrid.php"
"Prairie Ag Partners","Arlington","64574","7","https://prairieagpartners.agricharts.com/markets/cashgrid.php"
"Primient Grain","Loudon","46731","7","https://primientgrain.agricharts.com/markets/cashgrid.php"
"Tama Benton Cooperative","DS-Starch","3138","5","https://tamabentoncoop.agricharts.com/markets/cashgrid.php"
"Tama Benton Cooperative","DS-ADM","3077","5","https://tamabentoncoop.agricharts.com/markets/cashgrid.php"
"Tettens Grain","Tettens - Galt","82106","7","https://tettensgrain.agricharts.com/markets/cashgrid.php"
"Tettens Grain","Tettens - Dixon","82107","7","https://tettensgrain.agricharts.com/markets/cashgrid.php"
"Tettens Grain","Tettens - Milledgeville","82108","7","https://tettensgrain.agricharts.com/markets/cashgrid.php"
"Tettens Grain","Bocker Ruff","82294","5","https://tettensgrain.agricharts.com/markets/cashgrid.php"
"Tettens Grain","RR-Sterling Rail","82295","5","https://tettensgrain.agricharts.com/markets/cashgrid.php"
"Tettens Grain","FS Grain-Harmon","82296","4","https://tettensgrain.agricharts.com/markets/cashgrid.php"
"Tettens Grain","CHS-Rochelle","82300","4","https://tettensgrain.agricharts.com/markets/cashgrid.php"
"Tettens Grain","Bartlett-Sheffield","88050","4","https://tettensgrain.agricharts.com/markets/cashgrid.php"
"Tettens Grain","Maplehurst-Amboy","82297","3","https://tettensgrain.agricharts.com/markets/cashgrid.php"
"Tettens Grain","CHS-Annawan","82299","3","https://tettensgrain.agricharts.com/markets/cashgrid.php"
